species_malay,month,month_name_ms,landings_tonnes
Kembong,4,April,4393
Kembong,5,Mei,5052
Kembong,6,Jun,4928
Kembong,7,Julai,4082
Kembong,8,Ogos,3935
Kembong,9,September,3968
Kembong,10,Oktober,4768
Kembong,11,November,4063
Kembong,12,Disember,3556
Kepah,1,Januari,32
Kepah,2,Februari,28
Kepah,3,Mac,50
Kepah,4,April,62
Kepah,5,Mei,57
Kepah,6,Jun,24
Kepah,7,Julai,28
Kepah,8,Ogos,30
Kepah,9,September,34
Kepah,10,Oktober,55
Kepah,11,November,95
Kepah,12,Disember,81
Kerang,1,Januari,60
Kerang,2,Februari,40
Kerang,3,Mac,42
Kerang,4,April,69
Kerang,5,Mei,76
Kerang,6,Jun,82
Kerang,7,Julai,60
Kerang,8,Ogos,73
Kerang,9,September,94
Kerang,10,Oktober,189
Kerang,11,November,175
Kerang,12,Disember,218
Kerapu Besar,1,Januari,420
Kerapu Besar,2,Februari,483
Kerapu Besar,3,Mac,538
Kerapu Besar,4,April,579
Kerapu Besar,5,Mei,560
Kerapu Besar,6,Jun,592
Kerapu Besar,7,Julai,613
Kerapu Besar,8,Ogos,609
Kerapu Besar,9,September,553
Kerapu Besar,10,Oktober,541
Kerapu Besar,11,November,427
Kerapu Besar,12,Disember,460
Kerapu Kecil,1,Januari,60
Kerapu Kecil,2,Februari,54
Kerapu Kecil,3,Mac,78
Kerapu Kecil,4,April,88
Kerapu Kecil,5,Mei,89
Kerapu Kecil,6,Jun,92
Kerapu Kecil,7,Julai,92
Kerapu Kecil,8,Ogos,104
Kerapu Kecil,9,September,104
Kerapu Kecil,10,Oktober,103
Kerapu Kecil,11,November,84
Kerapu Kecil,12,Disember,74
Kerapu Sederhana,1,Januari,133
Kerapu Sederhana,2,Februari,132
Kerapu Sederhana,3,Mac,154
Kerapu Sederhana,4,April,207
Kerapu Sederhana,5,Mei,231
Kerapu Sederhana,6,Jun,236
Kerapu Sederhana,7,Julai,229
Kerapu Sederhana,8,Ogos,234
Kerapu Sederhana,9,September,268
Kerapu Sederhana,10,Oktober,268
Kerapu Sederhana,11,November,223
Kerapu Sederhana,12,Disember,226
Kerepoh,1,Januari,26
Kerepoh,2,Februari,82
Kerepoh,3,Mac,157
Kerepoh,4,April,71
Kerepoh,5,Mei,93
Kerepoh,6,Jun,79
Kerepoh,7,Julai,120
Kerepoh,8,Ogos,86
Kerepoh,9,September,42
Kerepoh,10,Oktober,74
Kerepoh,11,November,73
Kerepoh,12,Disember,33
Kerisi,1,Januari,2331
Kerisi,2,Februari,2705
Kerisi,3,Mac,2945
Kerisi,4,April,3290
Kerisi,5,Mei,3897
Kerisi,6,Jun,3684
Kerisi,7,Julai,3559
Kerisi,8,Ogos,3439
Kerisi,9,September,3403
Kerisi,10,Oktober,3521
Kerisi,11,November,3108
Kerisi,12,Disember,2280
Kerisi Bali,1,Januari,285
Kerisi Bali,2,Februari,246
Kerisi Bali,3,Mac,254
Kerisi Bali,4,April,297
Kerisi Bali,5,Mei,334
Kerisi Bali,6,Jun,321
Kerisi Bali,7,Julai,313
Kerisi Bali,8,Ogos,320
Kerisi Bali,9,September,273
Kerisi Bali,10,Oktober,291
Kerisi Bali,11,November,339
Kerisi Bali,12,Disember,175
Ketam Batu,1,Januari,21
Ketam Batu,2,Februari,22
Ketam Batu,3,Mac,20
Ketam Batu,4,April,19
Ketam Batu,5,Mei,22
Ketam Batu,6,Jun,24
Ketam Batu,7,Julai,22
Ketam Batu,8,Ogos,18
Ketam Batu,9,September,17
Ketam Batu,10,Oktober,15
Ketam Batu,11,November,14
Ketam Batu,12,Disember,13
Ketam Laut,1,Januari,351
Ketam Laut,2,Februari,378
Ketam Laut,3,Mac,455
Ketam Laut,4,April,430
Ketam Laut,5,Mei,499
Ketam Laut,6,Jun,517
Ketam Laut,7,Julai,531
Ketam Laut,8,Ogos,599
Ketam Laut,9,September,586
Ketam Laut,10,Oktober,640
Ketam Laut,11,November,586
Ketam Laut,12,Disember,598
Ketam Nipah,1,Januari,201
Ketam Nipah,2,Februari,197
Ketam Nipah,3,Mac,204
Ketam Nipah,4,April,202
Ketam Nipah,5,Mei,224
Ketam Nipah,6,Jun,207
Ketam Nipah,7,Julai,194
Ketam Nipah,8,Ogos,204
Ketam Nipah,9,September,196
Ketam Nipah,10,Oktober,194
Ketam Nipah,11,November,217
Ketam Nipah,12,Disember,893
Ketam Renjong,1,Januari,517
Ketam Renjong,2,Februari,562
Ketam Renjong,3,Mac,617
Ketam Renjong,4,April,626
Ketam Renjong,5,Mei,660
Ketam Renjong,6,Jun,670
Ketam Renjong,7,Julai,686
Ketam Renjong,8,Ogos,708
Ketam Renjong,9,September,700
Ketam Renjong,10,Oktober,697
Ketam Renjong,11,November,640
Ketam Renjong,12,Disember,514
Ketang/Kitang,1,Januari,17
Ketang/Kitang,2,Februari,16
Ketang/Kitang,3,Mac,35
Ketang/Kitang,4,April,29
Ketang/Kitang,5,Mei,25
Ketang/Kitang,6,Jun,31
Ketang/Kitang,7,Julai,33
Ketang/Kitang,8,Ogos,31
Ketang/Kitang,9,September,23
Ketang/Kitang,10,Oktober,21
Ketang/Kitang,11,November,19
Ketang/Kitang,12,Disember,19
KiKek,1,Januari,407
KiKek,2,Februari,352
KiKek,3,Mac,331
KiKek,4,April,305
KiKek,5,Mei,330
KiKek,6,Jun,352
KiKek,7,Julai,386
KiKek,8,Ogos,369
KiKek,9,September,318
KiKek,10,Oktober,325
KiKek,11,November,335
KiKek,12,Disember,308
Kilat,1,Januari,18
Kilat,2,Februari,25
Kilat,3,Mac,45
Kilat,4,April,44
Kilat,5,Mei,40
Kilat,6,Jun,38
Kilat,7,Julai,55
Kilat,8,Ogos,46
Kilat,9,September,46
Kilat,10,Oktober,34
Kilat,11,November,19
Kilat,12,Disember,5
Kunyit kunyit,1,Januari,49
Kunyit kunyit,2,Februari,58
Kunyit kunyit,3,Mac,77
Kunyit kunyit,4,April,66
Kunyit kunyit,5,Mei,79
Kunyit kunyit,6,Jun,66
Kunyit kunyit,7,Julai,122
Kunyit kunyit,8,Ogos,98
Kunyit kunyit,9,September,108
Kunyit kunyit,10,Oktober,122
Kunyit kunyit,11,November,95
Kunyit kunyit,12,Disember,70
Kupang/Siput Sudu,1,Januari,61
Kupang/Siput Sudu,2,Februari,36
Kupang/Siput Sudu,3,Mac,27
Kupang/Siput Sudu,4,April,69
Kupang/Siput Sudu,5,Mei,43
Kupang/Siput Sudu,6,Jun,19
Kupang/Siput Sudu,7,Julai,12
Kupang/Siput Sudu,8,Ogos,21
Kupang/Siput Sudu,9,September,27
Kupang/Siput Sudu,10,Oktober,15
Kupang/Siput Sudu,11,November,17
Kupang/Siput Sudu,12,Disember,17
Kurau/Senohong,1,Januari,49
Kurau/Senohong,2,Februari,71
Kurau/Senohong,3,Mac,90
Kurau/Senohong,4,April,68
Kurau/Senohong,5,Mei,108
Kurau/Senohong,6,Jun,80
Kurau/Senohong,7,Julai,86
Kurau/Senohong,8,Ogos,88
Kurau/Senohong,9,September,94
Kurau/Senohong,10,Oktober,55
Kurau/Senohong,11,November,70
Kurau/Senohong,12,Disember,39
Lain-Lain Siput,1,Januari,257
Lain-Lain Siput,2,Februari,194
Lain-Lain Siput,3,Mac,169
Lain-Lain Siput,4,April,181
Lain-Lain Siput,5,Mei,181
Lain-Lain Siput,6,Jun,172
Lain-Lain Siput,7,Julai,175
Lain-Lain Siput,8,Ogos,199
Lain-Lain Siput,9,September,222
Lain-Lain Siput,10,Oktober,444
Lain-Lain Siput,11,November,253
Lain-Lain Siput,12,Disember,164
Lala,1,Januari,120
Lala,2,Februari,105
Lala,3,Mac,142
Lala,4,April,183
Lala,5,Mei,133
Lala,6,Jun,61
Lala,7,Julai,54
Lala,8,Ogos,62
Lala,9,September,55
Lala,10,Oktober,42
Lala,11,November,45
Lala,12,Disember,49
Landok,1,Januari,96
Landok,2,Februari,87
Landok,3,Mac,169
Landok,4,April,178
Landok,5,Mei,188
Landok,6,Jun,170
Landok,7,Julai,234
Landok,8,Ogos,167
Landok,9,September,155
Landok,10,Oktober,176
Landok,11,November,71
Landok,12,Disember,85
Layaran,1,Januari,32
Layaran,2,Februari,32
Layaran,3,Mac,26.5
Layaran,4,April,20
Layaran,5,Mei,45
Layaran,6,Jun,26
Layaran,7,Julai,32
Layaran,8,Ogos,36.4
Layaran,9,September,27
Layaran,10,Oktober,91
Layaran,11,November,24
Layaran,12,Disember,13
Lidah,1,Januari,340
Lidah,2,Februari,376
Lidah,3,Mac,390
Lidah,4,April,373
Lidah,5,Mei,412
Lidah,6,Jun,418
Lidah,7,Julai,397
Lidah,8,Ogos,404
Lidah,9,September,361
Lidah,10,Oktober,356
Lidah,11,November,501
Lidah,12,Disember,382
Loban,1,Januari,3
Loban,2,Februari,5
Loban,3,Mac,11
Loban,4,April,15
Loban,5,Mei,65
Loban,6,Jun,59
Loban,7,Julai,28
Loban,8,Ogos,46
Loban,9,September,50
Loban,10,Oktober,24
Loban,11,November,24
Loban,12,Disember,29
Lolong,1,Januari,728
Lolong,2,Februari,1210
Lolong,3,Mac,1766
Lolong,4,April,2370
Lolong,5,Mei,4188
Lolong,6,Jun,3228
Lolong,7,Julai,2604
Lolong,8,Ogos,2451
Lolong,9,September,2554
Lolong,10,Oktober,2428
Lolong,11,November,1710
Lolong,12,Disember,897
Lumi-Lumi,1,Januari,102
Lumi-Lumi,2,Februari,179
Lumi-Lumi,3,Mac,236
Lumi-Lumi,4,April,334
Lumi-Lumi,5,Mei,307
Lumi-Lumi,6,Jun,299
Lumi-Lumi,7,Julai,249
Lumi-Lumi,8,Ogos,246
Lumi-Lumi,9,September,205
Lumi-Lumi,10,Oktober,185
Lumi-Lumi,11,November,186
Lumi-Lumi,12,Disember,135
Lundu,1,Januari,24
Lundu,2,Februari,29
Lundu,3,Mac,37
Lundu,4,April,49
Lundu,5,Mei,96
Lundu,6,Jun,90
Lundu,7,Julai,67
Lundu,8,Ogos,62
Lundu,9,September,40
Lundu,10,Oktober,33
Lundu,11,November,41
Lundu,12,Disember,27
Malong,1,Januari,511
Malong,2,Februari,589
Malong,3,Mac,607
Malong,4,April,674
Malong,5,Mei,628
Malong,6,Jun,653
Malong,7,Julai,649
Malong,8,Ogos,633
Malong,9,September,598
Malong,10,Oktober,612
Malong,11,November,623
Malong,12,Disember,715
Mengkerong/Ubi/Conor,1,Januari,3733
Mengkerong/Ubi/Conor,2,Februari,4303
Mengkerong/Ubi/Conor,3,Mac,4163
Mengkerong/Ubi/Conor,4,April,5321
Mengkerong/Ubi/Conor,5,Mei,4994
Mengkerong/Ubi/Conor,6,Jun,4562
Mengkerong/Ubi/Conor,7,Julai,4069
Mengkerong/Ubi/Conor,8,Ogos,3081
Mengkerong/Ubi/Conor,9,September,3019
Mengkerong/Ubi/Conor,10,Oktober,3617
Mengkerong/Ubi/Conor,11,November,3362
Mengkerong/Ubi/Conor,12,Disember,2645
Merah Besar,1,Januari,331
Merah Besar,2,Februari,371
Merah Besar,3,Mac,314
Merah Besar,4,April,349
Merah Besar,5,Mei,364
Merah Besar,6,Jun,407
Merah Besar,7,Julai,413
Merah Besar,8,Ogos,442
Merah Besar,9,September,420
Merah Besar,10,Oktober,408
Merah Besar,11,November,390
Merah Besar,12,Disember,354
Merah Kecil,1,Januari,43
Merah Kecil,2,Februari,41
Merah Kecil,3,Mac,48
Merah Kecil,4,April,57
Merah Kecil,5,Mei,58
Merah Kecil,6,Jun,63
Merah Kecil,7,Julai,67
Merah Kecil,8,Ogos,74
Merah Kecil,9,September,88
Merah Kecil,10,Oktober,86
Merah Kecil,11,November,67
Merah Kecil,12,Disember,60
Merah Sederhana,1,Januari,123
Merah Sederhana,2,Februari,113
Merah Sederhana,3,Mac,138
Merah Sederhana,4,April,164
Merah Sederhana,5,Mei,145
Merah Sederhana,6,Jun,154
Merah Sederhana,7,Julai,174
Merah Sederhana,8,Ogos,155
Merah Sederhana,9,September,189
Merah Sederhana,10,Oktober,192
Merah Sederhana,11,November,156
Merah Sederhana,12,Disember,175
Mersuji,1,Januari,8.19
Mersuji,2,Februari,6.02
Mersuji,3,Mac,7
Mersuji,4,April,1
Mersuji,5,Mei,2.74
Mersuji,6,Jun,2
Mersuji,7,Julai,0
Mersuji,8,Ogos,6.9
Mersuji,9,September,4
Mersuji,10,Oktober,1
Mersuji,11,November,1
Mersuji,12,Disember,0
Panjang,1,Januari,4
Panjang,2,Februari,3
Panjang,3,Mac,2
Panjang,4,April,8
Panjang,5,Mei,3
Panjang,6,Jun,2
Panjang,7,Julai,2
Panjang,8,Ogos,2
Panjang,9,September,18
Panjang,10,Oktober,1
Panjang,11,November,1
Panjang,12,Disember,1
Parang-Parang,1,Januari,328
Parang-Parang,2,Februari,446
Parang-Parang,3,Mac,450
Parang-Parang,4,April,404
Parang-Parang,5,Mei,486
Parang-Parang,6,Jun,456
Parang-Parang,7,Julai,514
Parang-Parang,8,Ogos,544
Parang-Parang,9,September,589
Parang-Parang,10,Oktober,522
Parang-Parang,11,November,399
Parang-Parang,12,Disember,326
Pari,1,Januari,1049
Pari,2,Februari,1093
Pari,3,Mac,1125
Pari,4,April,953
Pari,5,Mei,1018
Pari,6,Jun,1012
Pari,7,Julai,1181
Pari,8,Ogos,1047
Pari,9,September,1594
Pari,10,Oktober,1066
Pari,11,November,1017
Pari,12,Disember,1167
Pasir-pasir/Timun-timun,1,Januari,80
Pasir-pasir/Timun-timun,2,Februari,73
Pasir-pasir/Timun-timun,3,Mac,96
Pasir-pasir/Timun-timun,4,April,99
Pasir-pasir/Timun-timun,5,Mei,110
Pasir-pasir/Timun-timun,6,Jun,102
Pasir-pasir/Timun-timun,7,Julai,104
Pasir-pasir/Timun-timun,8,Ogos,92
Pasir-pasir/Timun-timun,9,September,94
Pasir-pasir/Timun-timun,10,Oktober,97
Pasir-pasir/Timun-timun,11,November,82
Pasir-pasir/Timun-timun,12,Disember,62
Pedukang/Belukang,1,Januari,116
Pedukang/Belukang,2,Februari,120
Pedukang/Belukang,3,Mac,165
Pedukang/Belukang,4,April,162
Pedukang/Belukang,5,Mei,189
Pedukang/Belukang,6,Jun,152
Pedukang/Belukang,7,Julai,152
Pedukang/Belukang,8,Ogos,150
Pedukang/Belukang,9,September,145
Pedukang/Belukang,10,Oktober,137
Pedukang/Belukang,11,November,123
Pedukang/Belukang,12,Disember,124
Pelaling/Temenong,1,Januari,6124
Pelaling/Temenong,2,Februari,8280
Pelaling/Temenong,3,Mac,8342
Pelaling/Temenong,4,April,8339
Pelaling/Temenong,5,Mei,6895
Pelaling/Temenong,6,Jun,6669
Pelaling/Temenong,7,Julai,4919
Pelaling/Temenong,8,Ogos,4767
Pelaling/Temenong,9,September,4765
Pelaling/Temenong,10,Oktober,7461
Pelaling/Temenong,11,November,7243
Pelaling/Temenong,12,Disember,5882
Pelanduk,1,Januari,3
Pelanduk,2,Februari,2
Pelanduk,3,Mac,8
Pelanduk,4,April,10
Pelanduk,5,Mei,12
Pelanduk,6,Jun,21
Pelanduk,7,Julai,22
Pelanduk,8,Ogos,23
Pelanduk,9,September,11
Pelanduk,10,Oktober,16
Pelanduk,11,November,32
Pelanduk,12,Disember,264.3
Pelata,1,Januari,394
Pelata,2,Februari,423
Pelata,3,Mac,433
Pelata,4,April,399
Pelata,5,Mei,515
Pelata,6,Jun,609
Pelata,7,Julai,617
Pelata,8,Ogos,585
Pelata,9,September,557
Pelata,10,Oktober,531
Pelata,11,November,491
Pelata,12,Disember,511
Pelayak/Patipot,1,Januari,32
Pelayak/Patipot,2,Februari,52
Pelayak/Patipot,3,Mac,67
Pelayak/Patipot,4,April,59
Pelayak/Patipot,5,Mei,87
Pelayak/Patipot,6,Jun,75
Pelayak/Patipot,7,Julai,61
Pelayak/Patipot,8,Ogos,44
Pelayak/Patipot,9,September,61
Pelayak/Patipot,10,Oktober,72
Pelayak/Patipot,11,November,72
Pelayak/Patipot,12,Disember,55
Perencong,1,Januari,19
Perencong,2,Februari,14
Perencong,3,Mac,18
Perencong,4,April,20
Perencong,5,Mei,26
Perencong,6,Jun,22
Perencong,7,Julai,16
Perencong,8,Ogos,41
Perencong,9,September,32
Perencong,10,Oktober,27
Perencong,11,November,36.23
Perencong,12,Disember,31
Pinang-Pinang,1,Januari,15
Pinang-Pinang,2,Februari,15
Pinang-Pinang,3,Mac,25
Pinang-Pinang,4,April,25
Pinang-Pinang,5,Mei,25
Pinang-Pinang,6,Jun,25
Pinang-Pinang,7,Julai,35
Pinang-Pinang,8,Ogos,26
Pinang-Pinang,9,September,30
Pinang-Pinang,10,Oktober,26
Pinang-Pinang,11,November,60
Pinang-Pinang,12,Disember,140
Pisang-pisang,1,Januari,135
Pisang-pisang,2,Februari,102
Pisang-pisang,3,Mac,121
Pisang-pisang,4,April,168
Pisang-pisang,5,Mei,190
Pisang-pisang,6,Jun,103
Pisang-pisang,7,Julai,130
Pisang-pisang,8,Ogos,168
Pisang-pisang,9,September,116
Pisang-pisang,10,Oktober,58
Pisang-pisang,11,November,59
Pisang-pisang,12,Disember,61
Puput,1,Januari,653
Puput,2,Februari,651
Puput,3,Mac,716
Puput,4,April,772
Puput,5,Mei,823
Puput,6,Jun,870
Puput,7,Julai,804
Puput,8,Ogos,729
Puput,9,September,620
Puput,10,Oktober,586
Puput,11,November,596
Puput,12,Disember,553
Putong Damar/Bulus-bulus,1,Januari,82
Putong Damar/Bulus-bulus,2,Februari,96
Putong Damar/Bulus-bulus,3,Mac,101
Putong Damar/Bulus-bulus,4,April,94
Putong Damar/Bulus-bulus,5,Mei,91
Putong Damar/Bulus-bulus,6,Jun,99
Putong Damar/Bulus-bulus,7,Julai,101
Putong Damar/Bulus-bulus,8,Ogos,114
Putong Damar/Bulus-bulus,9,September,116
Putong Damar/Bulus-bulus,10,Oktober,119
Putong Damar/Bulus-bulus,11,November,118
Putong Damar/Bulus-bulus,12,Disember,95
Puyu Laut,1,Januari,15
Puyu Laut,2,Februari,13
Puyu Laut,3,Mac,53
Puyu Laut,4,April,47
Puyu Laut,5,Mei,25
Puyu Laut,6,Jun,12
Puyu Laut,7,Julai,16
Puyu Laut,8,Ogos,17
Puyu Laut,9,September,19
Puyu Laut,10,Oktober,9
Puyu Laut,11,November,26
Puyu Laut,12,Disember,9
Rambai/Ebek,1,Januari,54
Rambai/Ebek,2,Februari,62
Rambai/Ebek,3,Mac,83
Rambai/Ebek,4,April,74
Rambai/Ebek,5,Mei,84
Rambai/Ebek,6,Jun,77
Rambai/Ebek,7,Julai,80
Rambai/Ebek,8,Ogos,76
Rambai/Ebek,9,September,85
Rambai/Ebek,10,Oktober,102
Rambai/Ebek,11,November,95
Rambai/Ebek,12,Disember,51
Remong,1,Januari,143
Remong,2,Februari,244
Remong,3,Mac,238
Remong,4,April,299
Remong,5,Mei,236
Remong,6,Jun,278
Remong,7,Julai,251
Remong,8,Ogos,246
Remong,9,September,275
Remong,10,Oktober,236
Remong,11,November,212
Remong,12,Disember,95
Sebelah,1,Januari,196
Sebelah,2,Februari,207
Sebelah,3,Mac,245
Sebelah,4,April,215
Sebelah,5,Mei,220
Sebelah,6,Jun,231
Sebelah,7,Julai,263
Sebelah,8,Ogos,274
Sebelah,9,September,236
Sebelah,10,Oktober,235
Sebelah,11,November,217
Sebelah,12,Disember,221
Selampai/Tembereh,1,Januari,20
Selampai/Tembereh,2,Februari,10
Selampai/Tembereh,3,Mac,12
Selampai/Tembereh,4,April,20
Selampai/Tembereh,5,Mei,20
Selampai/Tembereh,6,Jun,19
Selampai/Tembereh,7,Julai,22
Selampai/Tembereh,8,Ogos,23
Selampai/Tembereh,9,September,23
Selampai/Tembereh,10,Oktober,20
Selampai/Tembereh,11,November,28
Selampai/Tembereh,12,Disember,29
Selangat,1,Januari,250
Selangat,2,Februari,264
Selangat,3,Mac,274
Selangat,4,April,294
Selangat,5,Mei,339
Selangat,6,Jun,298
Selangat,7,Julai,312
Selangat,8,Ogos,302
Selangat,9,September,279
Selangat,10,Oktober,238
Selangat,11,November,246
Selangat,12,Disember,179
Selar,1,Januari,959
Selar,2,Februari,1117
Selar,3,Mac,1926
Selar,4,April,2514
Selar,5,Mei,2708
Selar,6,Jun,2691
Selar,7,Julai,2565
Selar,8,Ogos,2197
Selar,9,September,2006
Selar,10,Oktober,1921
Selar,11,November,2205
Selar,12,Disember,1264
Selar Kuning,1,Januari,683
Selar Kuning,2,Februari,1147
Selar Kuning,3,Mac,1097
Selar Kuning,4,April,973
Selar Kuning,5,Mei,1171
Selar Kuning,6,Jun,912
Selar Kuning,7,Julai,981
Selar Kuning,8,Ogos,1097
Selar Kuning,9,September,1267
Selar Kuning,10,Oktober,1076
Selar Kuning,11,November,981
Selar Kuning,12,Disember,1052
Selayang/Cerut,1,Januari,3493
Selayang/Cerut,2,Februari,4945
Selayang/Cerut,3,Mac,9320
Selayang/Cerut,4,April,10717
Selayang/Cerut,5,Mei,10528
Selayang/Cerut,6,Jun,8257
Selayang/Cerut,7,Julai,8181
Selayang/Cerut,8,Ogos,8681
Selayang/Cerut,9,September,8728
Selayang/Cerut,10,Oktober,9043
Selayang/Cerut,11,November,7757
Selayang/Cerut,12,Disember,4584
Semilang,1,Januari,265
Semilang,2,Februari,276
Semilang,3,Mac,266
Semilang,4,April,261
Semilang,5,Mei,262
Semilang,6,Jun,297
Semilang,7,Julai,369
Semilang,8,Ogos,294
Semilang,9,September,301
Semilang,10,Oktober,290
Semilang,11,November,282
Semilang,12,Disember,282
Semilang Karang,1,Januari,15
Semilang Karang,2,Februari,16
Semilang Karang,3,Mac,26
Semilang Karang,4,April,38
Semilang Karang,5,Mei,39
Semilang Karang,6,Jun,41
Semilang Karang,7,Julai,43
Semilang Karang,8,Ogos,60
Semilang Karang,9,September,42
Semilang Karang,10,Oktober,38
Semilang Karang,11,November,47
Semilang Karang,12,Disember,40
Senangin,1,Januari,1030
Senangin,2,Februari,1091
Senangin,3,Mac,1072
Senangin,4,April,1120
Senangin,5,Mei,1153
Senangin,6,Jun,1190
Senangin,7,Julai,1224
Senangin,8,Ogos,1362
Senangin,9,September,1276
Senangin,10,Oktober,1176
Senangin,11,November,1150
Senangin,12,Disember,1101
Senangin Buis,1,Januari,21
Senangin Buis,2,Februari,26
Senangin Buis,3,Mac,41
Senangin Buis,4,April,43
Senangin Buis,5,Mei,69
Senangin Buis,6,Jun,67
Senangin Buis,7,Julai,71
Senangin Buis,8,Ogos,83
Senangin Buis,9,September,58
Senangin Buis,10,Oktober,58
Senangin Buis,11,November,60
Senangin Buis,12,Disember,46
Senolong/Kapas,1,Januari,26
Senolong/Kapas,2,Februari,19
Senolong/Kapas,3,Mac,24
Senolong/Kapas,4,April,28
Senolong/Kapas,5,Mei,27
Senolong/Kapas,6,Jun,32
Senolong/Kapas,7,Julai,35
Senolong/Kapas,8,Ogos,39
Senolong/Kapas,9,September,40
Senolong/Kapas,10,Oktober,42
Senolong/Kapas,11,November,24
Senolong/Kapas,12,Disember,24
Shrumbu/Lemah,1,Januari,20
Shrumbu/Lemah,2,Februari,29
Shrumbu/Lemah,3,Mac,27
Shrumbu/Lemah,4,April,22
Shrumbu/Lemah,5,Mei,43
Shrumbu/Lemah,6,Jun,21
Shrumbu/Lemah,7,Julai,23
Shrumbu/Lemah,8,Ogos,19.2
Shrumbu/Lemah,9,September,18
Shrumbu/Lemah,10,Oktober,10.4
Shrumbu/Lemah,11,November,17.4
Shrumbu/Lemah,12,Disember,106.15
Siakap,1,Januari,235
Siakap,2,Februari,240
Siakap,3,Mac,264
Siakap,4,April,293
Siakap,5,Mei,319
Siakap,6,Jun,314
Siakap,7,Julai,331
Siakap,8,Ogos,326
Siakap,9,September,291
Siakap,10,Oktober,268
Siakap,11,November,260
Siakap,12,Disember,268
Siput Bayam,1,Januari,64
Siput Bayam,2,Februari,45
Siput Bayam,3,Mac,77
Siput Bayam,4,April,67
Siput Bayam,5,Mei,37
Siput Bayam,6,Jun,13
Siput Bayam,7,Julai,3
Siput Bayam,8,Ogos,7
Siput Bayam,9,September,8
Siput Bayam,10,Oktober,12
Siput Bayam,11,November,10
Siput Bayam,12,Disember,10
Siput Belitung,1,Januari,8
Siput Belitung,2,Februari,11
Siput Belitung,3,Mac,16
Siput Belitung,4,April,30
Siput Belitung,5,Mei,31
Siput Belitung,6,Jun,26
Siput Belitung,7,Julai,22
Siput Belitung,8,Ogos,24
Siput Belitung,9,September,18
Siput Belitung,10,Oktober,13
Siput Belitung,11,November,9
Siput Belitung,12,Disember,18
Siput Kekapis,1,Januari,12
Siput Kekapis,2,Februari,11
Siput Kekapis,3,Mac,16
Siput Kekapis,4,April,15
Siput Kekapis,5,Mei,14
Siput Kekapis,6,Jun,17
Siput Kekapis,7,Julai,15
Siput Kekapis,8,Ogos,13
Siput Kekapis,9,September,13
Siput Kekapis,10,Oktober,14
Siput Kekapis,11,November,9
Siput Kekapis,12,Disember,10
Siput Retak Seribu,1,Januari,2
Siput Retak Seribu,2,Februari,2
Siput Retak Seribu,3,Mac,80
Siput Retak Seribu,4,April,127
Siput Retak Seribu,5,Mei,152
Siput Retak Seribu,6,Jun,113
Siput Retak Seribu,7,Julai,77
Siput Retak Seribu,8,Ogos,43
Siput Retak Seribu,9,September,49
Siput Retak Seribu,10,Oktober,82
Siput Retak Seribu,11,November,38
Siput Retak Seribu,12,Disember,21
Sotong Biasa,1,Januari,1807
Sotong Biasa,2,Februari,2194
Sotong Biasa,3,Mac,2400
Sotong Biasa,4,April,2826
Sotong Biasa,5,Mei,3192
Sotong Biasa,6,Jun,2638
Sotong Biasa,7,Julai,2354
Sotong Biasa,8,Ogos,2683
Sotong Biasa,9,September,2608
Sotong Biasa,10,Oktober,2547
Sotong Biasa,11,November,2231
Sotong Biasa,12,Disember,1800
Sotong Daun,1,Januari,30
Sotong Daun,2,Februari,32
Sotong Daun,3,Mac,32
Sotong Daun,4,April,32
Sotong Daun,5,Mei,35
Sotong Daun,6,Jun,28
Sotong Daun,7,Julai,24
Sotong Daun,8,Ogos,32
Sotong Daun,9,September,82
Sotong Daun,10,Oktober,84
Sotong Daun,11,November,99
Sotong Daun,12,Disember,74
Sotong Jarum,1,Januari,106
Sotong Jarum,2,Februari,1021
Sotong Jarum,3,Mac,3052
Sotong Jarum,4,April,654
Sotong Jarum,5,Mei,163
Sotong Jarum,6,Jun,144
Sotong Jarum,7,Julai,125
Sotong Jarum,8,Ogos,121
Sotong Jarum,9,September,117
Sotong Jarum,10,Oktober,109
Sotong Jarum,11,November,114
Sotong Jarum,12,Disember,99
Sotong Katak,1,Januari,1138
Sotong Katak,2,Februari,1206
Sotong Katak,3,Mac,1297
Sotong Katak,4,April,1357
Sotong Katak,5,Mei,1403
Sotong Katak,6,Jun,1278
Sotong Katak,7,Julai,1389
Sotong Katak,8,Ogos,1420
Sotong Katak,9,September,1421
Sotong Katak,10,Oktober,1345
Sotong Katak,11,November,1294
Sotong Katak,12,Disember,1216
Sotong Kurita,1,Januari,122
Sotong Kurita,2,Februari,118
Sotong Kurita,3,Mac,111
Sotong Kurita,4,April,142
Sotong Kurita,5,Mei,138
Sotong Kurita,6,Jun,141
Sotong Kurita,7,Julai,142
Sotong Kurita,8,Ogos,168
Sotong Kurita,9,September,143
Sotong Kurita,10,Oktober,136
Sotong Kurita,11,November,148
Sotong Kurita,12,Disember,135
Sotong Mengabang,1,Januari,21
Sotong Mengabang,2,Februari,11
Sotong Mengabang,3,Mac,13
Sotong Mengabang,4,April,14
Sotong Mengabang,5,Mei,31
Sotong Mengabang,6,Jun,33
Sotong Mengabang,7,Julai,27
Sotong Mengabang,8,Ogos,31
Sotong Mengabang,9,September,34
Sotong Mengabang,10,Oktober,31
Sotong Mengabang,11,November,17
Sotong Mengabang,12,Disember,16
